%Barred Bathymetry used in the 2004 REU experiment
%File compiled from east and west wall surveys, interpolated onto 0.1 m grid - Jason Magalen
%x=0 : Wavemaker, positive onshore ; z=0 : SWL positive up
%x [m]      z [m]
67.32	 -0.776
67.42	 -0.772
67.52	 -0.768
67.62	 -0.766
67.72	 -0.765
67.82	 -0.764
67.92	 -0.763
68.02	 -0.762
68.12	 -0.761
68.22	 -0.760
68.32	 -0.758
68.42	 -0.757
68.52	 -0.755
68.62	 -0.753
68.72	 -0.752
68.82	 -0.750
68.92	 -0.748
69.02	 -0.747
69.12	 -0.745
69.22	 -0.743
69.32	 -0.741
69.42	 -0.738
69.52	 -0.736
69.62	 -0.733
69.72	 -0.730
69.82	 -0.728
69.92	 -0.725
70.02	 -0.723
70.12	 -0.720
70.22	 -0.718
70.32	 -0.715
70.42	 -0.712
70.52	 -0.709
70.62	 -0.706
70.72	 -0.702
70.82	 -0.699
70.92	 -0.696
71.02	 -0.693
71.12	 -0.691
71.22	 -0.688
71.32	 -0.685
71.42	 -0.683
71.52	 -0.680
71.62	 -0.677
71.72	 -0.675
71.82	 -0.672
71.92	 -0.669
72.02	 -0.667
72.12	 -0.664
72.22	 -0.662
72.32	 -0.659
72.42	 -0.657
72.52	 -0.654
72.62	 -0.652
72.72	 -0.649
72.82	 -0.647
72.92	 -0.644
73.02	 -0.641
73.12	 -0.637
73.22	 -0.634
73.32	 -0.630
73.42	 -0.627
73.52	 -0.623
73.62	 -0.620
73.72	 -0.616
73.82	 -0.613
73.92	 -0.609
74.02	 -0.605
74.12	 -0.601
74.22	 -0.597
74.32	 -0.593
74.42	 -0.589
74.52	 -0.585
74.62	 -0.581
74.72	 -0.577
74.82	 -0.574
74.92	 -0.570
75.02	 -0.568
75.12	 -0.565
75.22	 -0.563
75.32	 -0.560
75.42	 -0.558
75.52	 -0.555
75.62	 -0.553
75.72	 -0.550
75.82	 -0.548
75.92	 -0.546
76.02	 -0.543
76.12	 -0.541
76.22	 -0.539
76.32	 -0.536
76.42	 -0.534
76.52	 -0.532
76.62	 -0.529
76.72	 -0.526
76.82	 -0.523
76.92	 -0.520
77.02	 -0.517
77.12	 -0.514
77.22	 -0.511
77.32	 -0.509
77.42	 -0.506
77.52	 -0.503
77.62	 -0.500
77.72	 -0.497
77.82	 -0.493
77.92	 -0.490
78.02	 -0.487
78.12	 -0.484
78.22	 -0.481
78.32	 -0.478
78.42	 -0.474
78.52	 -0.470
78.62	 -0.469
78.72	 -0.468
78.82	 -0.466
78.92	 -0.465
79.02	 -0.463
79.12	 -0.462
79.22	 -0.460
79.32	 -0.458
79.42	 -0.455
79.52	 -0.453
79.62	 -0.451
79.72	 -0.448
79.82	 -0.446
79.92	 -0.444
80.02	 -0.442
80.12	 -0.439
80.22	 -0.437
80.32	 -0.434
80.42	 -0.431
80.52	 -0.427
80.62	 -0.424
80.72	 -0.421
80.82	 -0.418
80.92	 -0.415
81.02	 -0.412
81.12	 -0.409
81.22	 -0.406
81.32	 -0.402
81.42	 -0.399
81.52	 -0.395
81.62	 -0.391
81.72	 -0.387
81.82	 -0.383
81.92	 -0.380
82.02	 -0.374
82.12	 -0.369
82.22	 -0.363
82.32	 -0.355
82.42	 -0.348
82.52	 -0.341
82.62	 -0.333
82.72	 -0.326
82.82	 -0.319
82.92	 -0.311
83.02	 -0.303
83.12	 -0.295
83.22	 -0.288
83.32	 -0.280
83.42	 -0.272
83.52	 -0.265
83.62	 -0.257
83.72	 -0.249
83.82	 -0.241
83.92	 -0.233
84.02	 -0.225
84.12	 -0.216
84.22	 -0.207
84.32	 -0.199
84.42	 -0.190
84.52	 -0.181
84.62	 -0.173
84.72	 -0.164
84.82	 -0.156
84.92	 -0.150
85.02	 -0.143
85.12	 -0.133
85.22	 -0.123
85.32	 -0.114
85.42	 -0.115
85.52	 -0.107
85.62	 -0.098
85.72	 -0.090
85.82	 -0.081
85.92	 -0.073
86.02	 -0.064
86.12	 -0.056
86.22	 -0.047
86.32	 -0.039
86.42	 -0.030
86.52	 -0.022
86.62	 -0.013
86.72	 -0.005
86.82	 0.004
86.92	 0.012
87.02	 0.021
87.12	 0.029
87.22	 0.037
87.32	 0.046
87.42	 0.054
87.52	 0.063
87.62	 0.071
87.72	 0.080
87.82	 0.088
87.92	 0.097
88.02	 0.105
88.12	 0.114
88.22	 0.122
88.32	 0.131
88.42	 0.139
88.52	 0.148
88.62	 0.156
88.72	 0.165
88.82	 0.173
88.92	 0.181
89.02	 0.190
89.12	 0.199
89.22	 0.207
89.32	 0.215
